imbalance_scenario,sample_size,seed,model,metric,value
(80:20),200,6,RandomForest,Accuracy,0.9333333333333333
(80:20),200,6,RandomForest,F1_score,0.8
(80:20),200,6,RandomForest,Sensitivity,0.6666666666666666
(80:20),200,6,RandomForest,Specificity,1.0
(80:20),200,6,RandomForest,ROC_AUC,1.0
(80:20),200,6,RandomForest,PR_AUC,1.0
(80:20),200,6,RandomForest,Balanced_Accuracy,0.8333333333333333
(80:20),200,6,RandomForest,MCC,0.7844645405527361
(80:20),200,6,LogisticRegression,Accuracy,0.8833333333333333
(80:20),200,6,LogisticRegression,F1_score,0.5882352941176471
(80:20),200,6,LogisticRegression,Sensitivity,0.4166666666666667
(80:20),200,6,LogisticRegression,Specificity,1.0
(80:20),200,6,LogisticRegression,ROC_AUC,0.9565972222222222
(80:20),200,6,LogisticRegression,PR_AUC,0.8927197673327706
(80:20),200,6,LogisticRegression,Balanced_Accuracy,0.7083333333333334
(80:20),200,6,LogisticRegression,MCC,0.6030226891555273
(80:20),200,6,MLP,Accuracy,0.95
(80:20),200,6,MLP,F1_score,0.8695652173913043
(80:20),200,6,MLP,Sensitivity,0.8333333333333334
(80:20),200,6,MLP,Specificity,0.9791666666666666
(80:20),200,6,MLP,ROC_AUC,0.9965277777777778
(80:20),200,6,MLP,PR_AUC,0.9866452991452993
(80:20),200,6,MLP,Balanced_Accuracy,0.90625
(80:20),200,6,MLP,MCC,0.8399244598951987
(80:20),200,7,SVM,Accuracy,0.8666666666666667
(80:20),200,7,SVM,F1_score,0.6
(80:20),200,7,SVM,Sensitivity,0.5
(80:20),200,7,SVM,Specificity,0.9583333333333334
(80:20),200,7,SVM,ROC_AUC,0.8472222222222223
(80:20),200,7,SVM,PR_AUC,0.6887680535692215
(80:20),200,7,SVM,Balanced_Accuracy,0.7291666666666667
(80:20),200,7,SVM,MCC,0.5393193716300061
(80:20),200,7,RandomForest,Accuracy,0.8833333333333333
(80:20),200,7,RandomForest,F1_score,0.631578947368421
(80:20),200,7,RandomForest,Sensitivity,0.5
(80:20),200,7,RandomForest,Specificity,0.9791666666666666
(80:20),200,7,RandomForest,ROC_AUC,0.9192708333333334
(80:20),200,7,RandomForest,PR_AUC,0.7934051035873287
(80:20),200,7,RandomForest,Balanced_Accuracy,0.7395833333333333
(80:20),200,7,RandomForest,MCC,0.5970502513988398
(80:20),200,7,LogisticRegression,Accuracy,0.8333333333333334
(80:20),200,7,LogisticRegression,F1_score,0.5454545454545454
(80:20),200,7,LogisticRegression,Sensitivity,0.5
(80:20),200,7,LogisticRegression,Specificity,0.9166666666666666
(80:20),200,7,LogisticRegression,ROC_AUC,0.8697916666666666
(80:20),200,7,LogisticRegression,PR_AUC,0.6420399648660519
(80:20),200,7,LogisticRegression,Balanced_Accuracy,0.7083333333333333
(80:20),200,7,LogisticRegression,MCC,0.447213595499958
(80:20),200,7,MLP,Accuracy,0.8333333333333334
(80:20),200,7,MLP,F1_score,0.5454545454545454
(80:20),200,7,MLP,Sensitivity,0.5
(80:20),200,7,MLP,Specificity,0.9166666666666666
(80:20),200,7,MLP,ROC_AUC,0.8958333333333333
(80:20),200,7,MLP,PR_AUC,0.7152721869633635
(80:20),200,7,MLP,Balanced_Accuracy,0.7083333333333333
(80:20),200,7,MLP,MCC,0.447213595499958
(80:20),200,8,SVM,Accuracy,0.8666666666666667
(80:20),200,8,SVM,F1_score,0.6666666666666666
(80:20),200,8,SVM,Sensitivity,0.6666666666666666
(80:20),200,8,SVM,Specificity,0.9166666666666666
(80:20),200,8,SVM,ROC_AUC,0.9010416666666666
(80:20),200,8,SVM,PR_AUC,0.7586194056824358
(80:20),200,8,SVM,Balanced_Accuracy,0.7916666666666666
(80:20),200,8,SVM,MCC,0.5833333333333334
(80:20),200,8,RandomForest,Accuracy,0.85
(80:20),200,8,RandomForest,F1_score,0.5714285714285714
(80:20),200,8,RandomForest,Sensitivity,0.5
(80:20),200,8,RandomForest,Specificity,0.9375
(80:20),200,8,RandomForest,ROC_AUC,0.818576388888889
(80:20),200,8,RandomForest,PR_AUC,0.6463564795500549
(80:20),200,8,RandomForest,Balanced_Accuracy,0.71875
(80:20),200,8,RandomForest,MCC,0.4900980294098034
(80:20),200,8,LogisticRegression,Accuracy,0.8666666666666667
(80:20),200,8,LogisticRegression,F1_score,0.6
(80:20),200,8,LogisticRegression,Sensitivity,0.5
(80:20),200,8,LogisticRegression,Specificity,0.9583333333333334
(80:20),200,8,LogisticRegression,ROC_AUC,0.8663194444444444
(80:20),200,8,LogisticRegression,PR_AUC,0.621645694096352
(80:20),200,8,LogisticRegression,Balanced_Accuracy,0.7291666666666667
(80:20),200,8,LogisticRegression,MCC,0.5393193716300061
(80:20),200,8,MLP,Accuracy,0.85
(80:20),200,8,MLP,F1_score,0.6086956521739131
(80:20),200,8,MLP,Sensitivity,0.5833333333333334
(80:20),200,8,MLP,Specificity,0.9166666666666666
(80:20),200,8,MLP,ROC_AUC,0.907986111111111
(80:20),200,8,MLP,PR_AUC,0.7187379450614746
(80:20),200,8,MLP,Balanced_Accuracy,0.75
(80:20),200,8,MLP,MCC,0.5168765907047377
(80:20),200,9,SVM,Accuracy,0.85
(80:20),200,9,SVM,F1_score,0.5263157894736842
(80:20),200,9,SVM,Sensitivity,0.4166666666666667
(80:20),200,9,SVM,Specificity,0.9583333333333334
(80:20),200,9,SVM,ROC_AUC,0.953125
(80:20),200,9,SVM,PR_AUC,0.7356523106523106
(80:20),200,9,SVM,Balanced_Accuracy,0.6875
(80:20),200,9,SVM,MCC,0.46725671848604855
(80:20),200,9,RandomForest,Accuracy,0.8833333333333333
(80:20),200,9,RandomForest,F1_score,0.6666666666666666
(80:20),200,9,RandomForest,Sensitivity,0.5833333333333334
(80:20),200,9,RandomForest,Specificity,0.9583333333333334
(80:20),200,9,RandomForest,ROC_AUC,0.9114583333333334
(80:20),200,9,RandomForest,PR_AUC,0.6839030182780182
(80:20),200,9,RandomForest,Balanced_Accuracy,0.7708333333333334
(80:20),200,9,RandomForest,MCC,0.6067880364121375
(80:20),200,9,LogisticRegression,Accuracy,0.7833333333333333
(80:20),200,9,LogisticRegression,F1_score,0.38095238095238093
(80:20),200,9,LogisticRegression,Sensitivity,0.3333333333333333
(80:20),200,9,LogisticRegression,Specificity,0.8958333333333334
(80:20),200,9,LogisticRegression,ROC_AUC,0.8871527777777778
(80:20),200,9,LogisticRegression,PR_AUC,0.5707119634751214
(80:20),200,9,LogisticRegression,Balanced_Accuracy,0.6145833333333334
(80:20),200,9,LogisticRegression,MCC,0.2567180154051351
(80:20),200,9,MLP,Accuracy,0.9
(80:20),200,9,MLP,F1_score,0.7692307692307693
(80:20),200,9,MLP,Sensitivity,0.8333333333333334
(80:20),200,9,MLP,Specificity,0.9166666666666666
(80:20),200,9,MLP,ROC_AUC,0.9461805555555556
(80:20),200,9,MLP,PR_AUC,0.7048627570686394
(80:20),200,9,MLP,Balanced_Accuracy,0.875
(80:20),200,9,MLP,MCC,0.7092993656151906
(80:20),200,10,SVM,Accuracy,0.95
(80:20),200,10,SVM,F1_score,0.8695652173913043
(80:20),200,10,SVM,Sensitivity,0.8333333333333334
(80:20),200,10,SVM,Specificity,0.9791666666666666
(80:20),200,10,SVM,ROC_AUC,0.9722222222222222
(80:20),200,10,SVM,PR_AUC,0.9108435545935546
(80:20),200,10,SVM,Balanced_Accuracy,0.90625
(80:20),200,10,SVM,MCC,0.8399244598951987
(80:20),200,10,RandomForest,Accuracy,0.9
(80:20),200,10,RandomForest,F1_score,0.6666666666666666
(80:20),200,10,RandomForest,Sensitivity,0.5
(80:20),200,10,RandomForest,Specificity,1.0
(80:20),200,10,RandomForest,ROC_AUC,0.9574652777777778
(80:20),200,10,RandomForest,PR_AUC,0.8888930785989612
(80:20),200,10,RandomForest,Balanced_Accuracy,0.75
(80:20),200,10,RandomForest,MCC,0.6666666666666666
(80:20),200,10,LogisticRegression,Accuracy,0.85
(80:20),200,10,LogisticRegression,F1_score,0.64
(80:20),200,10,LogisticRegression,Sensitivity,0.6666666666666666
(80:20),200,10,LogisticRegression,Specificity,0.8958333333333334
(80:20),200,10,LogisticRegression,ROC_AUC,0.9045138888888888
(80:20),200,10,LogisticRegression,PR_AUC,0.7359391534391536
(80:20),200,10,LogisticRegression,Balanced_Accuracy,0.78125
(80:20),200,10,LogisticRegression,MCC,0.5461515409923461
(80:20),200,10,MLP,Accuracy,0.9
(80:20),200,10,MLP,F1_score,0.7
(80:20),200,10,MLP,Sensitivity,0.5833333333333334
(80:20),200,10,MLP,Specificity,0.9791666666666666
(80:20),200,10,MLP,ROC_AUC,0.9704861111111112
(80:20),200,10,MLP,PR_AUC,0.9203444703444704
(80:20),200,10,MLP,Balanced_Accuracy,0.78125
(80:20),200,10,MLP,MCC,0.6618919560913711
(80:20),2000,0,SVM,Accuracy,0.9483333333333334
(80:20),2000,0,SVM,F1_score,0.8609865470852018
(80:20),2000,0,SVM,Sensitivity,0.8
(80:20),2000,0,SVM,Specificity,0.9854166666666667
(80:20),2000,0,SVM,ROC_AUC,0.9852604166666667
(80:20),2000,0,SVM,PR_AUC,0.951075462418259
(80:20),2000,0,SVM,Balanced_Accuracy,0.8927083333333334
(80:20),2000,0,SVM,MCC,0.8331334044191855
(80:20),2000,0,RandomForest,Accuracy,0.9166666666666666
(80:20),2000,0,RandomForest,F1_score,0.7663551401869159
(80:20),2000,0,RandomForest,Sensitivity,0.6833333333333333
(80:20),2000,0,RandomForest,Specificity,0.975
(80:20),2000,0,RandomForest,ROC_AUC,0.9667795138888888
(80:20),2000,0,RandomForest,PR_AUC,0.8822103590573008
(80:20),2000,0,RandomForest,Balanced_Accuracy,0.8291666666666666
(80:20),2000,0,RandomForest,MCC,0.7244658221344343
(80:20),2000,0,LogisticRegression,Accuracy,0.8733333333333333
(80:20),2000,0,LogisticRegression,F1_score,0.6310679611650486
(80:20),2000,0,LogisticRegression,Sensitivity,0.5416666666666666
(80:20),2000,0,LogisticRegression,Specificity,0.95625
(80:20),2000,0,LogisticRegression,ROC_AUC,0.9358159722222223
(80:20),2000,0,LogisticRegression,PR_AUC,0.7223762021904135
(80:20),2000,0,LogisticRegression,Balanced_Accuracy,0.7489583333333334
(80:20),2000,0,LogisticRegression,MCC,0.5683778176431725
(80:20),2000,0,MLP,Accuracy,0.9583333333333334
(80:20),2000,0,MLP,F1_score,0.8962655601659751
(80:20),2000,0,MLP,Sensitivity,0.9
(80:20),2000,0,MLP,Specificity,0.9729166666666667
(80:20),2000,0,MLP,ROC_AUC,0.9908159722222223
(80:20),2000,0,MLP,PR_AUC,0.9650571241109928
(80:20),2000,0,MLP,Balanced_Accuracy,0.9364583333333334
(80:20),2000,0,MLP,MCC,0.8702090297240712
(80:20),2000,1,SVM,Accuracy,0.95
(80:20),2000,1,SVM,F1_score,0.868421052631579
(80:20),2000,1,SVM,Sensitivity,0.825
(80:20),2000,1,SVM,Specificity,0.98125
(80:20),2000,1,SVM,ROC_AUC,0.9860677083333333
(80:20),2000,1,SVM,PR_AUC,0.9523770680936672
(80:20),2000,1,SVM,Balanced_Accuracy,0.903125
(80:20),2000,1,SVM,MCC,0.8394339701512576
(80:20),2000,1,RandomForest,Accuracy,0.9283333333333333
(80:20),2000,1,RandomForest,F1_score,0.8018433179723502
(80:20),2000,1,RandomForest,Sensitivity,0.725
(80:20),2000,1,RandomForest,Specificity,0.9791666666666666
(80:20),2000,1,RandomForest,ROC_AUC,0.9653385416666667
(80:20),2000,1,RandomForest,PR_AUC,0.9077580149838209
(80:20),2000,1,RandomForest,Balanced_Accuracy,0.8520833333333333
(80:20),2000,1,RandomForest,MCC,0.7650976093461417
(80:20),2000,1,LogisticRegression,Accuracy,0.89
(80:20),2000,1,LogisticRegression,F1_score,0.6944444444444444
(80:20),2000,1,LogisticRegression,Sensitivity,0.625
(80:20),2000,1,LogisticRegression,Specificity,0.95625
(80:20),2000,1,LogisticRegression,ROC_AUC,0.9431597222222223
(80:20),2000,1,LogisticRegression,PR_AUC,0.7614249739320986
(80:20),2000,1,LogisticRegression,Balanced_Accuracy,0.790625
(80:20),2000,1,LogisticRegression,MCC,0.6341957434983528
(80:20),2000,1,MLP,Accuracy,0.9533333333333334
(80:20),2000,1,MLP,F1_score,0.8823529411764706
(80:20),2000,1,MLP,Sensitivity,0.875
(80:20),2000,1,MLP,Specificity,0.9729166666666667
(80:20),2000,1,MLP,ROC_AUC,0.9908159722222223
(80:20),2000,1,MLP,PR_AUC,0.9671101847064766
(80:20),2000,1,MLP,Balanced_Accuracy,0.9239583333333333
(80:20),2000,1,MLP,MCC,0.853296355618192
(80:20),2000,3,SVM,Accuracy,0.9466666666666667
(80:20),2000,3,SVM,F1_score,0.8558558558558559
(80:20),2000,3,SVM,Sensitivity,0.7916666666666666
(80:20),2000,3,SVM,Specificity,0.9854166666666667
(80:20),2000,3,SVM,ROC_AUC,0.9830902777777778
(80:20),2000,3,SVM,PR_AUC,0.9396513321391646
(80:20),2000,3,SVM,Balanced_Accuracy,0.8885416666666667
(80:20),2000,3,SVM,MCC,0.8274925241176907
(80:20),2000,3,RandomForest,Accuracy,0.9116666666666666
(80:20),2000,3,RandomForest,F1_score,0.7488151658767772
(80:20),2000,3,RandomForest,Sensitivity,0.6583333333333333
(80:20),2000,3,RandomForest,Specificity,0.975
(80:20),2000,3,RandomForest,ROC_AUC,0.9661458333333333
(80:20),2000,3,RandomForest,PR_AUC,0.87589250241761
(80:20),2000,3,RandomForest,Balanced_Accuracy,0.8166666666666667
(80:20),2000,3,RandomForest,MCC,0.7062590088652742
(80:20),2000,3,LogisticRegression,Accuracy,0.8716666666666667
(80:20),2000,3,LogisticRegression,F1_score,0.6206896551724138
(80:20),2000,3,LogisticRegression,Sensitivity,0.525
(80:20),2000,3,LogisticRegression,Specificity,0.9583333333333334
(80:20),2000,3,LogisticRegression,ROC_AUC,0.9244965277777778
(80:20),2000,3,LogisticRegression,PR_AUC,0.7620898415628543
(80:20),2000,3,LogisticRegression,Balanced_Accuracy,0.7416666666666667
(80:20),2000,3,LogisticRegression,MCC,0.5599814896217342
(80:20),2000,3,MLP,Accuracy,0.9416666666666667
(80:20),2000,3,MLP,F1_score,0.8547717842323651
(80:20),2000,3,MLP,Sensitivity,0.8583333333333333
(80:20),2000,3,MLP,Specificity,0.9625
(80:20),2000,3,MLP,ROC_AUC,0.9869097222222223
(80:20),2000,3,MLP,PR_AUC,0.9516123999591884
(80:20),2000,3,MLP,Balanced_Accuracy,0.9104166666666667
(80:20),2000,3,MLP,MCC,0.8182872499075992
(80:20),2000,4,SVM,Accuracy,0.9283333333333333
(80:20),2000,4,SVM,F1_score,0.8138528138528138
(80:20),2000,4,SVM,Sensitivity,0.7833333333333333
(80:20),2000,4,SVM,Specificity,0.9645833333333333
(80:20),2000,4,SVM,ROC_AUC,0.9785763888888889
(80:20),2000,4,SVM,PR_AUC,0.9254439065514491
(80:20),2000,4,SVM,Balanced_Accuracy,0.8739583333333334
(80:20),2000,4,SVM,MCC,0.7704572282332458
(80:20),2000,4,RandomForest,Accuracy,0.9133333333333333
(80:20),2000,4,RandomForest,F1_score,0.7636363636363637
(80:20),2000,4,RandomForest,Sensitivity,0.7
(80:20),2000,4,RandomForest,Specificity,0.9666666666666667
(80:20),2000,4,RandomForest,ROC_AUC,0.9610850694444445
(80:20),2000,4,RandomForest,PR_AUC,0.8796748453062538
(80:20),2000,4,RandomForest,Balanced_Accuracy,0.8333333333333333
(80:20),2000,4,RandomForest,MCC,0.7155417527999327
(80:20),2000,4,LogisticRegression,Accuracy,0.86
(80:20),2000,4,LogisticRegression,F1_score,0.6181818181818182
(80:20),2000,4,LogisticRegression,Sensitivity,0.5666666666666667
(80:20),2000,4,LogisticRegression,Specificity,0.9333333333333333
(80:20),2000,4,LogisticRegression,ROC_AUC,0.9066666666666667
(80:20),2000,4,LogisticRegression,PR_AUC,0.702755898069164
(80:20),2000,4,LogisticRegression,Balanced_Accuracy,0.75
(80:20),2000,4,LogisticRegression,MCC,0.5366563145999496
(80:20),2000,4,MLP,Accuracy,0.9416666666666667
(80:20),2000,4,MLP,F1_score,0.8571428571428571
(80:20),2000,4,MLP,Sensitivity,0.875
(80:20),2000,4,MLP,Specificity,0.9583333333333334
(80:20),2000,4,MLP,ROC_AUC,0.9835416666666666
(80:20),2000,4,MLP,PR_AUC,0.9451642060331555
(80:20),2000,4,MLP,Balanced_Accuracy,0.9166666666666667
(80:20),2000,4,MLP,MCC,0.8207826816681233
(80:20),2000,5,SVM,Accuracy,0.9383333333333334
(80:20),2000,5,SVM,F1_score,0.832579185520362
(80:20),2000,5,SVM,Sensitivity,0.7666666666666667
(80:20),2000,5,SVM,Specificity,0.98125
(80:20),2000,5,SVM,ROC_AUC,0.9809027777777779
(80:20),2000,5,SVM,PR_AUC,0.9368499861764373
(80:20),2000,5,SVM,Balanced_Accuracy,0.8739583333333334
(80:20),2000,5,SVM,MCC,0.7995644809479938
(80:20),2000,5,RandomForest,Accuracy,0.9183333333333333
(80:20),2000,5,RandomForest,F1_score,0.7655502392344498
(80:20),2000,5,RandomForest,Sensitivity,0.6666666666666666
(80:20),2000,5,RandomForest,Specificity,0.98125
(80:20),2000,5,RandomForest,ROC_AUC,0.9655034722222223
(80:20),2000,5,RandomForest,PR_AUC,0.8936902602929779
(80:20),2000,5,RandomForest,Balanced_Accuracy,0.8239583333333333
(80:20),2000,5,RandomForest,MCC,0.7291635320368323
(80:20),2000,5,LogisticRegression,Accuracy,0.8766666666666667
(80:20),2000,5,LogisticRegression,F1_score,0.6605504587155964
(80:20),2000,5,LogisticRegression,Sensitivity,0.6
(80:20),2000,5,LogisticRegression,Specificity,0.9458333333333333
(80:20),2000,5,LogisticRegression,ROC_AUC,0.9261805555555556
(80:20),2000,5,LogisticRegression,PR_AUC,0.7109394475320839
(80:20),2000,5,LogisticRegression,Balanced_Accuracy,0.7729166666666667
(80:20),2000,5,LogisticRegression,MCC,0.5906176200415157
(80:20),2000,5,MLP,Accuracy,0.9416666666666667
(80:20),2000,5,MLP,F1_score,0.851063829787234
(80:20),2000,5,MLP,Sensitivity,0.8333333333333334
(80:20),2000,5,MLP,Specificity,0.96875
(80:20),2000,5,MLP,ROC_AUC,0.9807465277777778
(80:20),2000,5,MLP,PR_AUC,0.9351304364607614
(80:20),2000,5,MLP,Balanced_Accuracy,0.9010416666666667
(80:20),2000,5,MLP,MCC,0.8151000961485476
(80:20),2000,6,SVM,Accuracy,0.9266666666666666
(80:20),2000,6,SVM,F1_score,0.7962962962962963
(80:20),2000,6,SVM,Sensitivity,0.7166666666666667
(80:20),2000,6,SVM,Specificity,0.9791666666666666
(80:20),2000,6,SVM,ROC_AUC,0.9755295138888889
(80:20),2000,6,SVM,PR_AUC,0.9197986774711148
(80:20),2000,6,SVM,Balanced_Accuracy,0.8479166666666667
(80:20),2000,6,SVM,MCC,0.7592164097793902
(80:20),2000,6,RandomForest,Accuracy,0.9166666666666666
(80:20),2000,6,RandomForest,F1_score,0.7685185185185185
(80:20),2000,6,RandomForest,Sensitivity,0.6916666666666667
(80:20),2000,6,RandomForest,Specificity,0.9729166666666667
(80:20),2000,6,RandomForest,ROC_AUC,0.9624305555555556
(80:20),2000,6,RandomForest,PR_AUC,0.8728135233264135
(80:20),2000,6,RandomForest,Balanced_Accuracy,0.8322916666666667
(80:20),2000,6,RandomForest,MCC,0.7251198644300164
(80:20),2000,6,LogisticRegression,Accuracy,0.86
(80:20),2000,6,LogisticRegression,F1_score,0.5922330097087378
(80:20),2000,6,LogisticRegression,Sensitivity,0.5083333333333333
(80:20),2000,6,LogisticRegression,Specificity,0.9479166666666666
(80:20),2000,6,LogisticRegression,ROC_AUC,0.9139236111111111
(80:20),2000,6,LogisticRegression,PR_AUC,0.6652647180863166
(80:20),2000,6,LogisticRegression,Balanced_Accuracy,0.7281249999999999
(80:20),2000,6,LogisticRegression,MCC,0.5208148203508568
(80:20),2000,6,MLP,Accuracy,0.925
(80:20),2000,6,MLP,F1_score,0.8034934497816594
(80:20),2000,6,MLP,Sensitivity,0.7666666666666667
(80:20),2000,6,MLP,Specificity,0.9645833333333333
(80:20),2000,6,MLP,ROC_AUC,0.9778645833333333
(80:20),2000,6,MLP,PR_AUC,0.9307460224738718
(80:20),2000,6,MLP,Balanced_Accuracy,0.8656250000000001
(80:20),2000,6,MLP,MCC,0.7586179696424425
(80:20),2000,7,SVM,Accuracy,0.93
(80:20),2000,7,SVM,F1_score,0.8205128205128205
(80:20),2000,7,SVM,Sensitivity,0.8
(80:20),2000,7,SVM,Specificity,0.9625
(80:20),2000,7,SVM,ROC_AUC,0.9777604166666667
(80:20),2000,7,SVM,PR_AUC,0.9312910342125371
(80:20),2000,7,SVM,Balanced_Accuracy,0.8812500000000001
(80:20),2000,7,SVM,MCC,0.7774644314502371
(80:20),2000,7,RandomForest,Accuracy,0.915
(80:20),2000,7,RandomForest,F1_score,0.775330396475771
(80:20),2000,7,RandomForest,Sensitivity,0.7333333333333333
(80:20),2000,7,RandomForest,Specificity,0.9604166666666667
(80:20),2000,7,RandomForest,ROC_AUC,0.9542447916666666
(80:20),2000,7,RandomForest,PR_AUC,0.8674685493508303
(80:20),2000,7,RandomForest,Balanced_Accuracy,0.846875
(80:20),2000,7,RandomForest,MCC,0.7249347016801324
(80:20),2000,7,LogisticRegression,Accuracy,0.8683333333333333
(80:20),2000,7,LogisticRegression,F1_score,0.6609442060085837
(80:20),2000,7,LogisticRegression,Sensitivity,0.6416666666666667
(80:20),2000,7,LogisticRegression,Specificity,0.925
(80:20),2000,7,LogisticRegression,ROC_AUC,0.9322743055555555
(80:20),2000,7,LogisticRegression,PR_AUC,0.7302711200280418
(80:20),2000,7,LogisticRegression,Balanced_Accuracy,0.7833333333333334
(80:20),2000,7,LogisticRegression,MCC,0.5797425895002886
(80:20),2000,7,MLP,Accuracy,0.9366666666666666
(80:20),2000,7,MLP,F1_score,0.8416666666666667
(80:20),2000,7,MLP,Sensitivity,0.8416666666666667
(80:20),2000,7,MLP,Specificity,0.9604166666666667
(80:20),2000,7,MLP,ROC_AUC,0.9813715277777778
(80:20),2000,7,MLP,PR_AUC,0.9363501389242358
(80:20),2000,7,MLP,Balanced_Accuracy,0.9010416666666667
(80:20),2000,7,MLP,MCC,0.8020833333333334
(80:20),2000,8,SVM,Accuracy,0.9216666666666666
(80:20),2000,8,SVM,F1_score,0.7947598253275109
(80:20),2000,8,SVM,Sensitivity,0.7583333333333333
(80:20),2000,8,SVM,Specificity,0.9625
(80:20),2000,8,SVM,ROC_AUC,0.9759375
(80:20),2000,8,SVM,PR_AUC,0.9101754482718813
(80:20),2000,8,SVM,Balanced_Accuracy,0.8604166666666666
(80:20),2000,8,SVM,MCC,0.7478114458583622
(80:20),2000,8,RandomForest,Accuracy,0.91
(80:20),2000,8,RandomForest,F1_score,0.7567567567567568
(80:20),2000,8,RandomForest,Sensitivity,0.7
(80:20),2000,8,RandomForest,Specificity,0.9625
(80:20),2000,8,RandomForest,ROC_AUC,0.9651215277777778
(80:20),2000,8,RandomForest,PR_AUC,0.8665230753579297
(80:20),2000,8,RandomForest,Balanced_Accuracy,0.83125
(80:20),2000,8,RandomForest,MCC,0.7054762001861278
(80:20),2000,8,LogisticRegression,Accuracy,0.89
(80:20),2000,8,LogisticRegression,F1_score,0.6915887850467289
(80:20),2000,8,LogisticRegression,Sensitivity,0.6166666666666667
(80:20),2000,8,LogisticRegression,Specificity,0.9583333333333334
(80:20),2000,8,LogisticRegression,ROC_AUC,0.929982638888889
(80:20),2000,8,LogisticRegression,PR_AUC,0.7323023402790039
(80:20),2000,8,LogisticRegression,Balanced_Accuracy,0.7875000000000001
(80:20),2000,8,LogisticRegression,MCC,0.6327612876870375
(80:20),2000,8,MLP,Accuracy,0.9266666666666666
(80:20),2000,8,MLP,F1_score,0.811965811965812
(80:20),2000,8,MLP,Sensitivity,0.7916666666666666
(80:20),2000,8,MLP,Specificity,0.9604166666666667
(80:20),2000,8,MLP,ROC_AUC,0.9780208333333333
(80:20),2000,8,MLP,PR_AUC,0.9241330634005304
(80:20),2000,8,MLP,Balanced_Accuracy,0.8760416666666666
(80:20),2000,8,MLP,MCC,0.7668433326599333
(80:20),2000,9,SVM,Accuracy,0.93
(80:20),2000,9,SVM,F1_score,0.8220338983050848
(80:20),2000,9,SVM,Sensitivity,0.8083333333333333
(80:20),2000,9,SVM,Specificity,0.9604166666666667
(80:20),2000,9,SVM,ROC_AUC,0.9787847222222222
(80:20),2000,9,SVM,PR_AUC,0.9230986941204028
(80:20),2000,9,SVM,Balanced_Accuracy,0.884375
(80:20),2000,9,SVM,MCC,0.7786543157651379
(80:20),2000,9,RandomForest,Accuracy,0.8966666666666666
(80:20),2000,9,RandomForest,F1_score,0.7232142857142857
(80:20),2000,9,RandomForest,Sensitivity,0.675
(80:20),2000,9,RandomForest,Specificity,0.9520833333333333
(80:20),2000,9,RandomForest,ROC_AUC,0.9544618055555556
(80:20),2000,9,RandomForest,PR_AUC,0.822963335380351
(80:20),2000,9,RandomForest,Balanced_Accuracy,0.8135416666666666
(80:20),2000,9,RandomForest,MCC,0.6626420501768138
(80:20),2000,9,LogisticRegression,Accuracy,0.8816666666666667
(80:20),2000,9,LogisticRegression,F1_score,0.6757990867579908
(80:20),2000,9,LogisticRegression,Sensitivity,0.6166666666666667
(80:20),2000,9,LogisticRegression,Specificity,0.9479166666666666
(80:20),2000,9,LogisticRegression,ROC_AUC,0.9330729166666666
(80:20),2000,9,LogisticRegression,PR_AUC,0.7732691537968535
(80:20),2000,9,LogisticRegression,Balanced_Accuracy,0.7822916666666666
(80:20),2000,9,LogisticRegression,MCC,0.6084190939036089
(80:20),2000,9,MLP,Accuracy,0.9366666666666666
(80:20),2000,9,MLP,F1_score,0.8403361344537815
(80:20),2000,9,MLP,Sensitivity,0.8333333333333334
(80:20),2000,9,MLP,Specificity,0.9625
(80:20),2000,9,MLP,ROC_AUC,0.9807291666666667
(80:20),2000,9,MLP,PR_AUC,0.9347004428682468
(80:20),2000,9,MLP,Balanced_Accuracy,0.8979166666666667
(80:20),2000,9,MLP,MCC,0.8008825745605634
(80:20),2000,10,SVM,Accuracy,0.935
(80:20),2000,10,SVM,F1_score,0.8326180257510729
(80:20),2000,10,SVM,Sensitivity,0.8083333333333333
(80:20),2000,10,SVM,Specificity,0.9666666666666667
(80:20),2000,10,SVM,ROC_AUC,0.9774652777777778
(80:20),2000,10,SVM,PR_AUC,0.9077529920008217
(80:20),2000,10,SVM,Balanced_Accuracy,0.8875
(80:20),2000,10,SVM,MCC,0.7928832474048064
(80:20),2000,10,RandomForest,Accuracy,0.905
(80:20),2000,10,RandomForest,F1_score,0.7298578199052133
(80:20),2000,10,RandomForest,Sensitivity,0.6416666666666667
(80:20),2000,10,RandomForest,Specificity,0.9708333333333333
(80:20),2000,10,RandomForest,ROC_AUC,0.9555034722222222
(80:20),2000,10,RandomForest,PR_AUC,0.8304144215262788
(80:20),2000,10,RandomForest,Balanced_Accuracy,0.80625
(80:20),2000,10,RandomForest,MCC,0.6830268046262848
(80:20),2000,10,LogisticRegression,Accuracy,0.8716666666666667
(80:20),2000,10,LogisticRegression,F1_score,0.641860465116279
(80:20),2000,10,LogisticRegression,Sensitivity,0.575
(80:20),2000,10,LogisticRegression,Specificity,0.9458333333333333
(80:20),2000,10,LogisticRegression,ROC_AUC,0.9255729166666667
(80:20),2000,10,LogisticRegression,PR_AUC,0.6663137330560416
(80:20),2000,10,LogisticRegression,Balanced_Accuracy,0.7604166666666666
(80:20),2000,10,LogisticRegression,MCC,0.5706929680513161
(80:20),2000,10,MLP,Accuracy,0.9383333333333334
(80:20),2000,10,MLP,F1_score,0.8425531914893617
(80:20),2000,10,MLP,Sensitivity,0.825
